Date,NVDA,TSLA,AMD,ROKU
2023-05-02,28.209999084472656,160.30999755859375,89.91000366210938,55.349998474121094
2023-05-03,27.802000045776367,160.61000061035156,81.62000274658203,53.5099983215332
2023-05-04,27.562000274658203,161.1999969482422,86.61000061035156,52.790000915527344
2023-05-05,28.68000030517578,170.05999755859375,89.83999633789062,54.970001220703125
2023-05-08,29.150999069213867,171.7899932861328,95.04000091552734,55.709999084472656
2023-05-09,28.570999145507812,169.14999389648438,95.05999755859375,55.41999816894531
2023-05-10,28.885000228881836,168.5399932861328,97.0199966430664,55.93000030517578
2023-05-11,28.577999114990234,172.0800018310547,97.0999984741211,56.849998474121094
2023-05-12,28.34000015258789,167.97999572753906,95.26000213623047,53.72999954223633
2023-05-15,28.952999114990234,166.35000610351562,97.4000015258789,54.02000045776367
2023-05-16,29.21299934387207,166.52000427246094,101.4800033569336,52.22999954223633
2023-05-17,30.17799949645996,173.86000061035156,103.75,52.560001373291016
2023-05-18,31.67799949645996,176.88999938964844,107.93000030517578,53.810001373291016
2023-05-19,31.263999938964844,180.13999938964844,105.81999969482422,52.61000061035156
2023-05-22,31.176000595092773,188.8699951171875,108.0,56.619998931884766
2023-05-23,30.687999725341797,185.77000427246094,108.12000274658203,55.880001068115234
2023-05-24,30.538000106811523,182.89999389648438,108.2699966430664,58.18000030517578
2023-05-25,37.97999954223633,184.47000122070312,120.3499984741211,54.58000183105469
2023-05-26,38.94599914550781,193.1699981689453,127.02999877929688,56.04999923706055
2023-05-30,40.111000061035156,201.16000366210938,125.2699966430664,57.72999954223633
2023-05-31,37.83399963378906,203.92999267578125,118.20999908447266,58.20000076293945
